#NAME,OPEN_DATE,URL,
Kimpton Vividora Hotel,2020-02-15,https://www.kimptonvividorahotel.com/us/en/,
King Lewanika Lodge,2017-10-01,https://timeandtideafrica.com/camp/king-lewanika-lodge,
Kirkton Park Hotel Hunter Valley,2017-07-01,http://www.kirktonparkhuntervalley.com.au/,
Kisawa Sanctuary,2020-06-01,https://kisawasanctuary.com/,
"KOI Resort Saint Kitts, Curio Collection by Hilton",2020-01-01,https://curiocollection3.hilton.com/en/hotels/saint-kitts-and-nevis-anguilla/koi-resort-saint-kitts-curio-collection-by-hilton-SKBKRQQ/index.html,
Kudadoo Maldives Private Island by Hurawalhi,2018-08-01,https://www.kudadoo.com/,
"Kyukaruizawa Kikyo, Curio Collection by Hilton",2018-04-19,http://curiocollection3.hilton.com/en/hotels/japan/kyukaruizawa-kikyo-curio-collection-by-hilton-MMJKZQQ/index.html,
"La Bagnaia Golf & Spa Resort Siena, Curio Collection by Hilton",2017-06-01,http://curiocollection3.hilton.com/en/hotels/italy/la-bagnaia-golf-and-spa-resort-siena-curio-collection-by-hilton-SAYLBQQ/index.html,
La Finca Victoria,2020-01-01,https://www.lafinca.com/,
Le Mas Candille,2018-07-01,https://www.lemascandille.com/,
Le Meridien Batumi,2018-09-01,http://www.starwoodhotels.com/lemeridien/property/overview/index.html?language=en_US&propertyID=4386,
Le Meridien Shenyang,2017-11-28,http://www.starwoodhotels.com/lemeridien/property/overview/index.html?language=en_US&propertyID=3797,
Le Meridien Suzhou,2017-10-01,http://www.starwoodhotels.com/lemeridien/property/overview/index.html?language=en_US&propertyID=4054,
Le Meridien Xian,2017-11-24,http://www.starwoodhotels.com/lemeridien/property/overview/index.html?language=en_US&propertyID=4761,
Le Meridien Zhongshan,2018-06-30,http://www.starwoodhotels.com/lemeridien/property/overview/index.html?language=en_US&propertyID=4218,
LE RELAIS DE CHAMBORD,2018-02-01,https://www.slh.com/hotels/le-relais-de-chambord/,
"Legend Hotel Lagos Airport, Curio Collection by Hilton",2018-08-01,https://curiocollection3.hilton.com/en/hotels/nigeria/legend-hotel-lagos-airport-curio-collection-by-hilton-LOSLHQQ/index.html,
LEKKERWATER BEACH LODGE,2019-05-01,https://naturalselection.travel/camps/lekkerwater-beach-lodge-at-de-hoop/,
Lekkerwater Beach Lodge,2020-01-01,https://naturalselection.travel/camps/lekkerwater-beach-lodge-at-de-hoop/,
"Les Chalets du Mont d'Arbois, Megève, A Four Seasons Hotel",2019-06-01,https://www.fourseasons.com/megevechalets/,
Lily of the Valley,2020-04-25,https://www.lilyofthevalley.com/,
"Lushan West Sea Resort, Curio Collection by Hilton",2019-09-01,https://curiocollection3.hilton.com/en/hotels/china/lushan-west-sea-resort-curio-collection-by-hilton-KHNLSQQ/index.html,
Lympstone Manor,2017-10-01,https://lympstonemanor.co.uk/,
MACq 01 Hotel,2018-08-01,http://www.macq01.com.au/,
Magashi ,2020-01-01,https://wilderness-safaris.com/our-camps/camps/magashi,
Mahogany Bay Resort & Beach Club,2018-02-01,http://curiocollection3.hilton.com/en/hotels/belize/mahogany-bay-resort-and-beach-club-curio-collection-by-hilton-TZAMBQQ/index.html,
"Maison Astor Paris, Curio Collection by Hilton",2018-04-20,http://curiocollection3.hilton.com/en/hotels/france/maison-astor-paris-curio-collection-by-hilton-PARAHQQ/index.html,
Manapany,2018-06-01,https://hotelmanapany-stbarth.com/,
Mandarin Oriental Canouan,2017-11-01,https://www.mandarinoriental.com/canouan/pink-sand-beach/luxury-hotel,
"Mandarin Oriental, Doha",2020-01-01,https://www.mandarinoriental.com/doha/msheireb/luxury-hotel,
Margaritaville Beach Resort Playa Flamingo,2018-09-01,https://www.margaritavillebeachresortcostarica.com/,
Masseria Torre Maizza,2019-05-01,https://www.roccofortehotels.com/hotels-and-resorts/masseria-torre-maizza/,
"Masseria Torre Maizza, a Rocco Forte Hotel",2019-10-01,https://www.roccofortehotels.com/hotels-and-resorts/masseria-torre-maizza/,
Max Brown 7th District,2019-05-01,https://maxbrownhotels.com/7th-district-vienna/,
ME Sitges Terramar,2018-01-01,https://www.melia.com/en/hotels/spain/sitges/me-sitges-terramar/index.html,
Meliá Caribe Beach Resort,2018-11-15,https://www.melia.com/en/hotels/dominican-republic/punta-cana/melia-caribe-beach-resort/index.html,
Melia Punta Cana Beach Resort,2018-11-15,https://www.melia.com/en/hotels/dominican-republic/punta-cana/melia-punta-cana-beach-resort/index.htm,
"mesm Tokyo, Autograph Collection",2020-04-15,https://www.marriott.com/hotels/travel/tyoam-mesm-tokyo-autograph-collection/,
Mezzatorre ,2019-09-01,https://www.mezzatorre.com/en/,
Miavana,2018-02-01,https://timeandtideafrica.com/miavana,
"MM Grand Hotel Puebla, Tapestry Collection by Hilton",2020-01-01,https://tapestrycollection3.hilton.com/tc/mm-grand-hotel-puebla/,
Monkey Island Estate,2018-09-01,http://www.monkeyislandestate.co.uk/,
Montage Los Cabos,2018-08-01,https://www.montagehotels.com/loscabos/,
Mostar Marriott Hotel,2018-05-15,http://www.marriott.com/hotels/travel/omomc-mostar-marriott-hotel/,
MOUNT MULLIGAN LODGE,2019-05-01,https://www.mountmulligan.com/,
Mount Mulligan Lodge,2020-03-01,https://www.mountmulligan.com/,
Movenpick Hotel du Lac Tunis,2018-03-01,https://www.movenpick.com/en/africa/tunisia/tunis/hotel-du-lac-tunis/overview/,
Myconian Avaton,2018-02-01,https://www.myconianavaton.gr/,
Mystery Hotel Budapest,2019-02-01,https://www.mysteryhotelbudapest.com/en/,
Mystique Blue Boutique Suites,2018-09-01,https://www.mystiqueresorts.com/,
Nanuku Auberge Resort,2018-05-01,https://nanuku.aubergeresorts.com/,
Narendra Bhawan,2017-05-01,https://narendrabhawan.com/,
Nayara Tented Camp,2019-08-01,http://nayaratentedcamp.com/,
Nayara Tented Camp,2020-02-01,https://www.nayaratentedcamp.com/,
"Niepce Paris Hotel, Curio Collection by Hilton",2018-04-02,http://curiocollection3.hilton.com/en/hotels/france/niepce-paris-hotel-curio-collection-by-hilton-PARFRQQ/index.html,
Nish Palas Istanbul,2018-06-01,https://istanbulnishpalas.hyatt.com/en/hotel/home.html,
Nobu Hotel Marbella,2018-03-01,https://www.nobuhotels.com/marbella,
Nobu Los Cabos,2019-05-01,https://www.lhw.com/hotel/Nobu-Los-Cabos-Cabo-San-Lucas-Baja-California-Sur-Mexico,
"Nordport Plaza, Hamburg-Airport",2018-02-01,http://www.nordport-plaza-hotel.de/?lang=en,
"North Island, Seychelles",2020-01-01,https://www.north-island.com/,
Okada Manila,2017-09-01,http://www.okadamanila.com/,
One&Only Gorilla's Nest,2020-01-01,https://www.oneandonlyresorts.com/gorillas-nest,
One&Only Le Saint Geran,2017-09-01,https://www.oneandonlyresorts.com/one-and-only-le-saint-geran-mauritius,
Opus XVI,2018-03-01,https://opusxvi.no/,
Orania.Berlin,2017-09-01,https://orania.berlin/,
"Palace Elisabeth, hvar heritage hotel",2019-08-01,https://www.suncanihvar.com/palace-elisabeth-hvar-heritage-hotel.html,
Palacio Solecio,2020-01-01,https://palaciosolecio.com/en/,
Palacio Tangara,2017-05-01,https://www.oetkercollection.com/destinations/palacio-tangara/,
Pan Pacific Beijing,2017-09-01,https://www.panpacific.com/en/hotels-and-resorts/pp-beijing.html,
"Paragraph Resort & Spa Shekvetili, Autograph Collection",2018-03-01,http://www.marriott.com/hotels/travel/busak-paragraph-resort-and-spa-shekvetili-autograph-collection/,
Parilio ,2020-01-01,https://pariliohotelparos.com/,
Park Hyatt Kyoto,2019-11-01,https://www.hyatt.com/en-US/hotel/japan/park-hyatt-kyoto/itmph,
Park Hyatt St. Kitts,2018-01-01,https://www.hyatt.com/en-US/hotel/saint-kitts-and-nevis/park-hyatt-st-kitts/skbph,
Patina Maldives,2020-12-01,https://patinahotels.com/ourfootprint-maldives,
Plage Palace,2020-01-01,https://plagepalace.com/en/,
Planet Hollywood Beach Resort Costa Rica,2018-09-01,https://www.planethollywoodhotels.com/property/costa-rica,
PORTO ZANTE VILLAS & SPA,2017-07-01,https://portozante.com/,
Pullman Zhouzhuang,2018-05-01,http://www.pullmanhotels.com/gb/hotel-9113-pullman-zhouzhuang-/index.shtml,
Purs ,2020-01-01,https://purs.com/en/,
"Radisson Blu Hotel, Dubai Waterfront",2018-03-01,https://www.radissonblu.com/en/hotel-dubaiwaterfront,
RADISSON JODHPUR,2017-10-01,https://www.radisson.com/jodhpur-hotel-rj-342-001/indrdjp,
Radisson Resort Paracas,2019-06-01,https://www.radisson.com/nuevo-paracas-ica-hotel-pe-11550/perpape,
Raffles Singapore,2019-07-01,https://www.raffles.com/singapore/,
Relais de Chambord,2018-04-01,http://relaisdechambord.com/en/,
Renaissance Bali Uluwatu Resort & Spa,2018-03-01,http://www.marriott.com/hotels/travel/dpsuw-renaissance-bali-uluwatu-resort-and-spa/,
Renaissance Bengaluru Race Course Hotel,2018-05-15,http://www.marriott.com/hotels/travel/blrbh-renaissance-bengaluru-race-course-hotel/,
Renaissance Hangzhou Northeast Hotel,2018-06-15,http://www.marriott.com/hotels/travel/hghne-renaissance-hangzhou-northeast-hotel/,
Renaissance Paris Vendome Hotel,2018-05-01,https://www.marriott.com/hotels/travel/parvd-renaissance-paris-vendome-hotel/,
Renaissance Taipei Shihlin Hotel,2018-06-15,http://www.marriott.com/hotels/travel/tpesh-renaissance-taipei-shihlin-hotel/,
Renaissance Warsaw Airport Hotel,2018-04-15,http://www.marriott.com/hotels/travel/wawbr-renaissance-warsaw-airport-hotel/,
REVIVO,2018-03-01,https://www.revivoresorts.com/,
"Reykjavik Konsulat Hotel, Curio Collection by Hilton",2018-01-01,http://curiocollection3.hilton.com/en/hotels/iceland/reykjavik-konsulat-hotel-curio-collection-by-hilton-REKCUQQ/index.html,
Rio Palena Lodge,2019-11-01,https://elevenexperience.com/eleven-rio-palena-lodge,
Rosewood Baha Mar,2018-06-01,https://www.rosewoodhotels.com/en/baha-mar,
Rosewood Bermuda,2018-05-01,https://www.rosewoodhotels.com/en/bermuda,
Rosewood Hong Kong,2019-03-15,https://www.rosewoodhotels.com/en/hong-kong,
Rosewood Hong Kong,2020-01-01,https://www.rosewoodhotels.com/en/hong-kong,
Rosewood Little Dix Bay,2020-01-15,https://www.rosewoodhotels.com/en/little-dix-bay-virgin-gorda,
Rosewood Luang Prabang,2018-03-01,https://www.rosewoodhotels.com/en/luang-prabang,
Rosewood Phnom Penh,2018-02-01,https://www.rosewoodhotels.com/en/phnom-penh,
Rosewood Puebla,2017-09-01,https://www.rosewoodhotels.com/en/puebla,
Rosewood Sanya,2017-09-01,https://www.rosewoodhotels.com/en/sanya,
Rosewood Sao Paulo,2020-06-01,https://www.rosewoodhotels.com/en/sao-paulo,
Royal Champagne Hotel & Spa,2018-08-01,https://www.royalchampagne.com/en/,
"RYSE, Autograph Collection",2018-04-15,http://www.marriott.com/hotels/travel/selsa-ryse-autograph-collection/,
S Hotel Jamaica,2019-01-15,https://www.shoteljamaica.com/,
"SAii Lagoon Maldives, Curio Collection by Hilton",2019-08-01,https://curiocollection3.hilton.com/en/hotels/maldives/saii-lagoon-maldives-curio-collection-by-hilton-MLEGSQQ/index.html,
Santa Clara 1728,2017-10-01,http://santaclara1728.com/,
Santarena Hotel,2019-02-15,https://www.santarenahotel.com/,
"Sanya Yazhou Bay Resort, Curio Collection by Hilton",2017-09-01,http://curiocollection3.hilton.com/en/hotels/china/sanya-yazhou-bay-resort-curio-collection-by-hilton-SYXCUQQ/index.html,
Seafront,2018-01-01,http://www.seafront.gm/,
Secret Bay Resort,2018-11-15,https://secretbay.dm/,
Serafina Beach Hotel,2018-05-01,https://www.serafinabeachhotel.com/,
Seya Beach Hotel,2018-05-01,https://www.labranda.com/en/hotel/seya-beach-hotel.html,
Shama Lakeview Asoke Bangkok,2018-03-01,https://www.shama.com/lakeview-asoke/,
Shangri-La Hotel Colombo,2017-11-01,http://www.shangri-la.com/colombo/shangrila/,
"Shangri-La Hotel, Suzhou Yuanqu",2019-11-01,https://www.shangri-la.com/suzhou/shangrila/,
Shishi-Iwa House,2019-10-01,http://www.shishiiwahouse.jp/index_en.html,
Silversands,2018-07-01,http://www.silversandsgrenada.com/en,
Singita Kwitonda Lodge,2020-01-01,https://singita.com/lodge/singita-kwitonda-lodge/,
Singita Sweni Lodge,2018-02-01,https://singita.com/lodge/sweni-lodge/,
Six Senses Bhutan,2018-10-15,http://m.sixsenses.com/resorts/bhutan/destination,
Six Senses Bhutan,2020-05-01,https://www.sixsenses.com/en/resorts/bhutan,
Six Senses Duxton,2018-04-01,http://www.sixsenses.com/hotels/duxton/destination,
Skylark Negril Beach Resort,2018-09-01,https://skylarknegril.com/,
SLS at Baha Mar,2018-02-01,https://slshotels.com/bahamar/,
Sofa Hotel Istanbul,2018-07-01,https://www.thesofahotel.com.tr/,
Sofitel Foshan,2018-06-01,https://sofitel.accorhotels.com/gb/hotel-8719-sofitel-foshan/index.shtml,
Sofitel Guiyang Hunter,2017-05-01,http://www.sofitel.com/gb/hotel-8873-sofitel-guiyang-hunter/index.shtml,
Sofitel Mexico City Reforma,2020-01-01,https://sofitel.accor.com/hotel/9615/index.en.shtml,
"Solaz, A Luxury Collection Resort, Los Cabos",2018-06-01,http://www.solazloscabos.com/,
St. Regis Astana,2017-09-01,http://www.starwoodhotels.com/stregis/directory/new-hotels/europe/kz/list.html,
St. Regis Changsha,2017-04-01,http://www.starwoodhotels.com/stregis/property/overview/index.html?language=en_US&propertyID=3650,
St. Regis Dubai,2017-04-01,http://www.starwoodhotels.com/stregis/property/overview/index.html?language=en_US&propertyID=4291,
St. Regis Shanghai Jingan,2017-05-22,http://www.starwoodhotels.com/stregis/property/overview/index.html?language=en_US&propertyID=4395,
St. Regis Venice,2019-10-01,https://www.marriott.com/hotels/travel/vcexr-the-st-regis-venice/,
St. Regis Zhuhai,2018-07-15,http://www.starwoodhotels.com/stregis/property/overview/index.html?language=en_US&propertyID=3598,
Steigenberger Marhaba Thalasso,2018-03-01,https://www.steigenberger.com/en/hotels/all-hotels/tunisia/hammamet/steigenberger-marhaba-thalasso,
Sul Villas & Spa,2020-01-01,https://sulvillasazores.com/,
Taj Rishikesh Resort & Spa,2020-01-01,https://www.tajhotels.com/en-in/taj/taj-rishikesh/,
Terminal Neige Refuge du Montenvers,2018-02-01,http://refuge.terminal-neige.com/en/#!chamonix-hotel/mont-blanc-montenvers,
The Anam Deluxe Collection,2018-04-01,https://www.theanam.com/,
"The Biltmore, Mayfair",2019-09-15,https://lxrhotels3.hilton.com/lxr/biltmore-mayfair/,
The Bodrum Edition,2018-07-01,https://www.editionhotels.com/bodrum/,
The Burgenstock Hotel,2017-07-01,https://www.buergenstock.ch/en,
THE CEMPEDAK,2017-08-01,https://www.cempedak.com/,
The Chow Kit,2019-12-01,https://www.thechowkit.com/,
The Farmstead at Royal Malewane,2019-05-01,https://www.theroyalportfolio.com/blog/introducing-the-farmstead-at-royal-malewane/,
"The Fives Downtown Hotel & Residences, Curio Collection by Hilton",2018-02-01,http://curiocollection3.hilton.com/en/hotels/mexico/the-fives-downtown-hotel-and-residences-curio-collection-by-hilton-CUNCUQQ/index.html,
The Houghton Hotel,2019-05-01,https://thehoughtonhotel.com/,
The Legian Lombok,2019-07-13,https://www.lhw.com/hotel/Legian-Sire-Lombok-North-Lombok-Indonesia,
The Liming,2018-11-15,https://thelimingbequia.com/,
The Londoner,2020-06-01,https://thelondoner.com/,
The Longhouse,2018-03-01,http://www.thelonghousebali.com/the-longhouse,
The Loren,2017-09-01,http://www.thelorenhotel.com/,
The Lumiares Hotel & Spa,2019-10-01,https://www.thelumiares.com/,
The Ned,2017-05-01,https://www.thened.com/,
The Newt in Somerset,2019-10-01,https://thenewtinsomerset.com/,
The Oberoi Marrakech,2020-01-01,https://www.oberoihotels.com/hotels-in-morocco-marrakech/,
"THE OCEAN CLUB, A FOUR SEASONS RESORT, BAHAMAS",2017-11-30,https://www.fourseasons.com/oceanclub/,
The Okura Tokyo,2018-09-15,http://www.hotelokura.co.jp/tokyo/en/,
The One Palacio de Anunciada,2019-02-01,https://www.h10hotels.com/en/lisbon-hotels/the-one-palacio-da-anunciada,
"The Pantheon Iconic Rome Hotel, Autograph Collection",2018-04-15,http://www.marriott.com/hotels/travel/rompa-the-pantheon-iconic-rome-hotel-autograph-collection/,
The Prince Akatoki London,2019-10-01,https://www.theprinceakatokilondon.com/,
The Ritz-Carlton Ras Al Khaimah,2018-01-01,http://www.ritzcarlton.com/en/hotels/uae/al-wadi-desert,
"The Ritz-Carlton Ras Al Khaimah, Al Hamra Beach",2018-03-01,http://www.ritzcarlton.com/en/hotels/uae/al-hamra-beach,
"The Ritz-Carlton, Hotel de la Paix",2017-08-01,http://www.ritzcarlton.com/en/hotels/europe/geneva/hotel-overview,
"The Ritz-Carlton, Jiuzhaigou",2018-05-15,http://www.ritzcarlton.com/en/hotels/china/jiuzhaigou,
"The Ritz-Carlton, Langkawi",2018-01-01,http://www.ritzcarlton.com/en/hotels/malaysia/langkawi,
"The Ritz-Carlton, Perth",2019-11-01,https://www.ritzcarlton.com/en/hotels/australia/perth,
The Royal Blue,2018-04-01,http://www.royalblueresort.com/,
The Royal Crescent Hotel & Spa,2018-02-01,https://www.royalcrescent.co.uk/,
"The Santa Maria, A Luxury Collection Hotel",2018-01-01,http://www.starwoodhotels.com/luxury/property/overview/index.html?propertyID=4252&language=en_US,
The Seminyak Beach Resort & Spa,2018-04-01,https://www.theseminyak.com/,
The Sense Experience Resort,2020-01-01,https://preferredhotels.com/property/sense-experience-resort-93186,
"The Setai, Tel Aviv",2018-04-01,http://www.thesetaihotel.co.il/?setai_tel_aviv=setai-tel-aviv&lang=en,
The Shanghai EDITION,2018-06-15,http://www.marriott.com/hotels/travel/shaeb-the-shanghai-edition/,
The Silo Hotel,2017-09-01,https://www.theroyalportfolio.com/the-silo/overview/,
The St. Regis Cairo,2018-07-01,http://www.starwoodhotels.com/stregis/property/overview/index.html?propertyID=3340&language=en_US,
The St. Regis Hong Kong,2019-04-01,https://www.marriott.com/hotels/travel/hkgxr-the-st-regis-hong-kong/,
The St. Regis Zhuhai,2018-09-25,http://www.starwoodhotels.com/stregis/property/overview/index.html?propertyID=3598&language=en_US,
The Standard,2019-10-01,https://www.standardhotels.com/london/properties/london,
The Stratford,2019-05-30,https://manhattanloftgardens.com/the-stratford/,
The Stratford,2019-10-01,https://www.thestratford.com/hotel/,
THE SUKHOTHAI SHANGHAI,2018-01-01,https://www.slh.com/hotels/the-sukhothai-shanghai/,
The Sukhothai Shanghai,2018-04-28,https://www.sukhothai.com/shanghai/en,
"The Trafalgar St. James London, Curio Collection by Hilton",2017-07-01,http://curiocollection3.hilton.com/en/hotels/united-kingdom/the-trafalgar-st-james-london-curio-collection-by-hilton-LONTSQQ/index.html,
The Vera,2018-03-01,http://theverahotel.com/,
The Westin Kolkata Rajarhat,2017-09-23,https://www.starwoodhotels.com/preferredguest/property/overview/index.html?propertyID=3274,
The Westin Maldives Miriandhoo Resort,2018-10-15,https://www.marriott.com/hotels/travel/mlewi-the-westin-maldives-miriandhoo-resort/,
The Westin Perth,2018-04-27,https://www.starwoodhotels.com/preferredguest/property/overview/index.html?propertyID=4010,
THE WHITE HORSE,2018-03-01,https://www.whitehorsedorking.com/,
The William Inglis Hotel,2018-03-01,https://www.williaminglis.com.au/,
Thompson Zihuatanejo,2019-12-15,https://www.thompsonhotels.com/hotels/mexico/zihuatanejo/thompson-zihuatanejo,
Trunk Hotel,2017-09-01,https://trunk-hotel.com/,
"V Hotel Dubai, Curio Collection by Hilton",2018-07-01,https://curiocollection3.hilton.com/en/hotels/uae/v-hotel-dubai-curio-collection-by-hilton-DXBVHQQ/index.html,
Viceroy Los Cabos,2018-05-01,https://www.viceroyhotelsandresorts.com/en/loscabos,
Villa Orsula,2018-04-01,https://www.adriaticluxuryhotels.com/en/villa-orsula,
Vista Encantada Spa Resort & Residences ,2019-10-01,https://www.vistaencantadaresort.com/,
W Amman,2018-02-01,http://www.starwoodhotels.com/whotels/property/overview/index.html?propertyID=3341&language=en_US,
W Costa Rica – Reserva Conchal,2018-11-29,https://www.marriott.com/hotels/travel/lirwh-w-costa-rica-reserva-conchal/,
W Kuala Lumpur,2018-08-01,https://www.marriott.com/hotels/travel/kulwh-w-kuala-lumpur/,
W Panama,2018-01-01,http://www.starwoodhotels.com/whotels/property/overview/index.html?propertyID=3784&language=en_US,
W Xian,2018-08-01,https://www.marriott.com/hotels/travel/xiywh-w-xian/,
Waldorf Astoria Bali,2020-02-01,http://www.bukitpandawa.com/hotels/waldorf,
Waldorf Astoria Dubai International Financial Centre,2019-05-01,https://waldorfastoria3.hilton.com/en/hotels/uae/waldorf-astoria-dubai-international-financial-centre-DXBWAWA/index.html,
Waldorf Astoria Maldives,2019-01-01,https://waldorfastoria3.hilton.com/en/hotels/maldives/waldorf-astoria-maldives-ithaafushi-MLEONWA/index.html,
"West Hotel Sydney, Curio Collection by Hilton",2017-12-13,http://curiocollection3.hilton.com/en/hotels/new-south-wales/west-hotel-sydney-curio-collection-by-hilton-SYDWHQQ/index.html,
Wild Coast Tented Lodge,2017-09-01,http://www.resplendentceylon.com/wildcoastlodge-yala/,
Wilderness Safaris’ Jao Camp,2020-01-01,https://wilderness-safaris.com/our-camps/camps/jao-camp,
Wymara Resort and Villas,2019-01-01,https://wymararesortandvillas.com/rooms/luxury-villas/,
Wyndham Doha West Bay,2019-01-01,https://www.wyndhamhotels.com/wyndham/doha-qatar/wyndham-doha-west_bay/overview,
Wyndham Dreamland Bali,2018-01-01,https://wyndhamdreamlandbali.com/,
Wyndham Grand Plaza Royale Ningbo,2019-02-01,https://www.wyndhamhotels.com/wyndham-grand/ningbo-china/wyndham-grand-plaza-royale-ningbo/overview,
Wyndham Grand Plaza Royale Resort Nanjing,2018-10-20,https://www.wyndhamhotels.com/wyndham-grand/nanjing-china/wyndham-grand-plaza-royale-resort-nanjing/overview,
Wyndham Grand Yangon,2019-01-01,https://www.wyndhamgrandyangon.com/,
Wyndham Guilin Pingle,2019-01-15,https://www.wyndhamhotels.com/wyndham/guilin-china/wyndham-guilin-pingle/overview,
Wyndham Nankunshan,2018-12-01,https://www.wyndhamhotels.com/wyndham/huizhou-china/wyndham-nankunshan/overview,
Wyndham Opi Hotel Palembang,2018-09-01,https://www.wyndhamhotels.com/wyndham/palembang-indonesia/wyndham-opi-hotel-palembang/overview,
Wyndham Shenzhou Peninsula,2018-03-01,https://www.wyndhamhotels.com/wyndham/wanning-china/wyndham-shenzhou-peninsula/overview,
Wyndham Suzhou Fenhu,2018-06-01,https://www.wyndhamhotels.com/wyndham/suzhou-china/wyndham-suzhou-fenhu/overview?ICID=IN%3AHR%3A20180206%3AAHDC1%3ANEWLOCATIONS%3A48779,
Xuzhou Huiyue Hotel,2018-04-01,https://www.slh.com/hotels/h/hui-yue-boutique-hotel/,
"Zadún, a Ritz-Carlton Reserve",2019-03-01,http://www.ritzcarlton.com/en/hotels/mexico/los-cabos#Destination,
Zannier Hotels Sonop,2020-01-01,http://www.zannierhotels.com/sonop/en/,
Zeavola Resort & Spa,2020-01-01,https://www.zeavola.com/,
